tick,mid_price,micro_price,obi,spread,ofi,ofi_rolling,bid_slope,ask_slope,rv_50,rv_200,accel,depth_imb_flow,pnl,position,action
285012,1.18236905,1.18236905,0.00000000,-0.00177350,0.00000000,-2.63547436,820.84006996,848.71030456,0.00046477,0.00035269,0.00000000,0.02543161,-0.67051761,-78.00000000,HOLD
285013,1.18236905,1.18236905,0.00000000,-0.00177350,0.00000000,-2.69976938,797.32352696,866.90663235,0.00046477,0.00035269,0.00000000,0.02543161,-0.67051761,-78.00000000,HOLD
285014,1.18187820,1.18187820,0.00000000,-0.00079180,0.42072715,-1.64614150,1059.09313064,866.90663235,0.00046682,0.00035411,-0.00049085,0.02543161,-0.63223131,-78.00000000,HOLD
285015,1.17991580,1.17991580,0.00000000,0.00117300,1.23869959,-1.04034264,1358.42715346,817.53488368,0.00052110,0.00037375,-0.00147155,0.02543161,-0.47916411,-78.00000000,HOLD
285016,1.17991580,1.17991580,0.00000000,0.00117300,-0.07201043,-0.47945234,1505.74470745,813.48600789,0.00051810,0.00036930,0.00196240,0.02543161,-0.47916411,-78.00000000,HOLD
285017,1.17991580,1.17991580,0.00000000,0.00117300,0.00000000,-1.11235307,1506.10142848,826.44099021,0.00051441,0.00036930,0.00000000,0.02543161,-0.47916411,-78.00000000,HOLD
285018,1.17991580,1.17991580,0.00000000,0.00117300,0.00000000,-1.11235307,1490.41828779,826.44099021,0.00051441,0.00036930,0.00000000,0.02543161,-0.47916411,-78.00000000,HOLD
285019,1.17991580,1.17991580,0.00000000,0.00117300,0.00000000,-0.77389131,1598.04276146,810.89554494,0.00051136,0.00036930,0.00000000,0.02543161,-0.47916411,-78.00000000,HOLD
285020,1.17991580,1.17991580,0.00000000,0.00117300,-0.60603638,-1.37992769,-123.80022549,815.66263267,0.00051136,0.00036930,0.00000000,0.02543161,-0.47916411,-78.00000000,HOLD
285021,1.17991580,1.17991580,0.00000000,0.00117300,-0.13726758,-1.51719527,1343.23170894,831.55557282,0.00051136,0.00036930,0.00000000,0.02543161,-0.47916411,-78.00000000,HOLD
285022,1.17893415,1.17893415,0.00000000,0.00313630,0.63290073,-0.88429454,1725.18243777,800.46468445,0.00052500,0.00037417,-0.00098165,0.02543161,-0.40259541,-78.00000000,HOLD
285023,1.17893415,1.17893415,0.00000000,0.00313630,-0.00867755,-0.89297209,1725.18243777,831.55557282,0.00052500,0.00037417,0.00098165,0.02543161,-0.40259541,-78.00000000,HOLD
285024,1.17844415,1.17844415,0.00000000,0.00215630,0.26515451,-0.62781758,1725.18243777,790.30505114,0.00052821,0.00037541,-0.00049000,0.02543161,-0.36437541,-78.00000000,HOLD
285025,1.17795415,1.17795415,0.00000000,0.00117630,0.57903168,-0.04878590,1725.18243777,722.93378351,0.00053128,0.00037664,0.00000000,0.02543161,-0.32615541,-78.00000000,HOLD
285026,1.17795415,1.17795415,0.00000000,0.00117630,0.00000000,-0.04878590,1725.18243777,690.59510930,0.00053128,0.00037664,0.00049000,0.02543161,-0.32615541,-78.00000000,HOLD
285027,1.17795415,1.17795415,0.00000000,0.00117630,-0.12859004,-0.17737594,1725.18243777,730.82301431,0.00053128,0.00037664,0.00000000,0.02543161,-0.32615541,-78.00000000,HOLD
285028,1.17795415,1.17795415,0.00000000,0.00117630,-0.00867754,-0.18605348,-1073.45515103,707.96284585,0.00053128,0.00036627,0.00000000,0.02543161,-0.32615541,-78.00000000,HOLD
285029,1.17795415,1.17795415,0.00000000,0.00117630,-0.12859004,-0.31464352,-1073.45515103,736.48509548,0.00053128,0.00036627,0.00000000,0.02543161,-0.32615541,-78.00000000,HOLD
285030,1.17746420,1.17746420,0.00000000,0.00019640,0.02919178,-0.28545174,-1218.30729400,775.71486395,0.00053420,0.00036748,-0.00048995,0.02543161,-0.28793931,-78.00000000,HOLD
285031,1.17697340,1.17802988,0.00000000,0.00117800,0.55060310,0.18141814,-1023.50421648,775.71486395,0.00053699,0.00036868,-0.00000085,0.02543161,0.05327259,-77.00000000,PASSIVE_BUY
285032,1.17648340,1.17718575,0.00000000,0.00019800,0.75772439,0.93914253,-473.85359269,744.46216134,0.00053964,0.00036986,0.00000080,0.02543161,0.09110159,-76.00000000,PASSIVE_BUY
285033,1.17648340,1.17745861,0.00000000,0.00019800,-0.06429502,0.87484751,-461.99699006,744.46216134,0.00053964,0.00036986,0.00049000,0.02543161,0.09120059,-75.00000000,PASSIVE_BUY
285034,1.17648340,1.17693092,0.00000000,0.00019800,-0.13726759,0.73757992,-450.65937544,769.70698245,0.00053964,0.00036868,0.00000000,0.02543161,0.09129959,-74.00000000,PASSIVE_BUY
285035,1.17648340,1.17648340,0.00000000,0.00019800,-1.46849831,-0.73091839,-458.73677384,733.40429206,0.00053964,0.00036751,0.00000000,0.02543161,0.09129959,-74.00000000,HOLD
285036,1.17550180,1.17550180,0.00000000,0.00216120,0.40893383,-0.32198456,-351.40854404,711.46256265,0.00055088,0.00036156,-0.00098160,0.02543161,0.16393799,-74.00000000,HOLD
285037,1.17452180,1.17452180,0.00000000,0.00020120,0.62707533,0.30509077,-351.40854404,780.70902531,0.00056139,0.00036515,0.00000160,0.02543161,0.23645799,-74.00000000,HOLD
285038,1.17452180,1.17452180,0.00000000,0.00020120,0.04255295,0.24675204,-351.40854404,789.48959453,0.00056139,0.00036515,0.00098000,0.02543161,0.23645799,-74.00000000,HOLD
285039,1.17452180,1.17452180,0.00000000,0.00020120,-0.04049393,0.20625811,-351.40854404,750.35478324,0.00056139,0.00036515,0.00000000,0.02543161,0.23645799,-74.00000000,HOLD
285040,1.17452180,1.17452180,0.00000000,0.00020120,0.00000000,0.86466013,-351.40854404,701.18912276,0.00054643,0.00036515,0.00000000,0.02543161,0.23645799,-74.00000000,HOLD
285041,1.17501180,1.17501180,0.00000000,0.00118120,-0.62913435,0.23552578,-351.40854404,714.24543019,0.00055093,0.00036633,0.00049000,0.02543161,0.20019799,-74.00000000,HOLD
285042,1.17452180,1.17452180,0.00000000,0.00020120,0.62913435,1.64547516,-351.40854404,803.45856417,0.00049321,0.00036753,-0.00098000,0.02543161,0.23645799,-74.00000000,HOLD
285043,1.17403180,1.17403180,0.00000000,-0.00077880,0.73826208,2.94800418,-351.40854404,615.80727903,0.00048873,0.00036870,0.00000000,0.02543161,0.27271799,-74.00000000,HOLD
285044,1.17452180,1.17452180,0.00000000,0.00020120,-0.73826208,1.42618172,-351.40854404,712.42841988,0.00044420,0.00036989,0.00098000,0.02543161,0.23645799,-74.00000000,HOLD
285045,1.17403180,1.17403180,0.00000000,-0.00077880,0.73826208,2.94800418,-351.40854404,723.56068437,0.00036840,0.00036632,-0.00098000,0.02543161,0.27271799,-74.00000000,HOLD
285046,1.17403180,1.17403180,0.00000000,-0.00077880,0.00000000,3.57988388,-351.40854404,699.09727584,0.00036038,0.00036632,0.00049000,0.02543161,0.27271799,-74.00000000,HOLD
285047,1.17452180,1.17452180,0.00000000,0.00020120,-0.73826208,2.84162180,-350.76578399,745.26349435,0.00036849,0.00036749,0.00049000,0.02543161,0.23645799,-74.00000000,HOLD
285048,1.17452180,1.17452180,0.00000000,0.00020120,-0.01235409,2.74759350,-350.76578399,742.45288307,0.00036849,0.00036749,-0.00049000,0.02543161,0.23645799,-74.00000000,HOLD
285049,1.17403180,1.17403180,0.00000000,-0.00077880,0.73826208,3.91789682,-350.76578399,699.09727584,0.00036170,0.00036869,-0.00049000,0.02543161,0.27271799,-74.00000000,HOLD
285050,1.17452180,1.17452180,0.00000000,0.00020120,-0.73826208,3.17963474,-350.76578399,736.27318588,0.00036997,0.00036985,0.00098000,0.02543161,0.23645799,-74.00000000,HOLD
285051,1.17403180,1.17403180,0.00000000,-0.00077880,0.73826208,3.91789682,-350.76578399,771.64422328,0.00037120,0.00037105,-0.00098000,0.02543161,0.27271799,-74.00000000,HOLD
285052,1.17452180,1.17452180,0.00000000,0.00020120,-0.73826208,3.17963474,-350.76578399,709.22078960,0.00037927,0.00037220,0.00098000,0.02543161,0.23645799,-74.00000000,HOLD
285053,1.17501180,1.17501180,0.00000000,0.00118120,-0.62913435,2.05990913,-350.76578399,756.62383617,0.00037472,0.00037334,0.00000000,0.02543161,0.20019799,-74.00000000,HOLD
285054,1.17354180,1.17354180,0.00000000,-0.00175880,0.07226945,2.26076862,-350.76578399,684.68600630,0.00040605,0.00038374,-0.00196000,0.02543161,0.30897799,-74.00000000,HOLD
285055,1.17354180,1.17354180,0.00000000,-0.00175880,0.00000000,2.26076862,-350.76578399,624.07707433,0.00040605,0.00038374,0.00147000,0.02543161,0.30897799,-74.00000000,HOLD
285056,1.17354180,1.17354180,0.00000000,-0.00175880,0.00000000,2.26076862,-350.76578399,624.07707433,0.00040605,0.00038374,0.00000000,0.02543161,0.30897799,-74.00000000,HOLD
285057,1.17354180,1.17354180,0.00000000,-0.00175880,0.00000000,2.26076862,-354.88752387,647.39620950,0.00040605,0.00038374,0.00000000,0.02543161,0.30897799,-74.00000000,HOLD
285058,1.17354180,1.17354180,0.00000000,-0.00175880,0.00000000,2.11867662,-357.20331029,650.97733231,0.00040605,0.00038374,0.00000000,0.02543161,0.30897799,-74.00000000,HOLD
285059,1.17305095,1.17305095,0.00000000,-0.00077710,0.19055097,2.24493257,-360.32474965,816.69273438,0.00040719,0.00038487,-0.00049085,0.02543161,0.34530089,-74.00000000,HOLD
285060,1.17157855,1.17157855,0.00000000,0.00216770,0.69719575,3.00642334,-352.66931687,816.69273438,0.00043448,0.00039490,-0.00098155,0.02543161,0.45425849,-74.00000000,HOLD
285061,1.17108860,1.17108860,0.00000000,0.00118780,0.75772439,3.82844275,-310.60327942,827.76437531,0.00043489,0.00039596,0.00098245,0.02543161,0.49051479,-74.00000000,HOLD
285062,1.17207020,1.17207020,0.00000000,-0.00077540,-1.06117559,2.76726716,-332.06974993,760.37842420,0.00045751,0.00040045,0.00147155,0.02543161,0.41787639,-74.00000000,HOLD
285063,1.17207020,1.17207020,0.00000000,-0.00077540,-0.06429502,2.70297214,-296.73416885,776.46300485,0.00045751,0.00040045,-0.00098160,0.02543161,0.41787639,-74.00000000,HOLD
285064,1.17207020,1.17207020,0.00000000,-0.00077540,0.00000000,2.28224499,-298.77136550,780.66590536,0.00045684,0.00040045,0.00000000,0.02543161,0.41787639,-74.00000000,HOLD
285065,1.17207020,1.17207020,0.00000000,-0.00077540,0.00000000,1.04354540,-298.77136550,518.85009964,0.00040429,0.00040045,0.00000000,0.02543161,0.41787639,-74.00000000,HOLD
285066,1.17157940,1.17157940,0.00000000,0.00020620,0.69719575,1.81275158,-325.34379465,821.72247621,0.00040577,0.00040151,-0.00049080,0.02543161,0.45419559,-74.00000000,HOLD
285067,1.17108940,1.17108940,0.00000000,-0.00077380,0.62913435,2.44188593,-394.40529147,743.39340957,0.00040707,0.00040255,0.00000080,0.02543161,0.49045559,-74.00000000,HOLD
285068,1.17157940,1.17157940,0.00000000,0.00020620,-0.62913435,1.81275158,-344.11893331,837.99607150,0.00041431,0.00040368,0.00098000,0.02543161,0.45419559,-74.00000000,HOLD
285069,1.17207020,1.17207020,0.00000000,-0.00077540,-0.67404954,1.13870204,-671.45408750,837.99607150,0.00042127,0.00040481,0.00000080,0.02543161,0.41787639,-74.00000000,HOLD
285070,1.17207020,1.17207020,0.00000000,-0.00077540,0.00000000,1.74473842,-283.41440340,868.23538027,0.00042127,0.00040481,-0.00049080,0.02543161,0.41787639,-74.00000000,HOLD
285071,1.17207020,1.17207020,0.00000000,-0.00077540,0.00000000,1.88200600,-332.50968295,868.23538027,0.00042127,0.00040481,0.00000000,0.02543161,0.41787639,-74.00000000,HOLD
285072,1.17158020,1.17158020,0.00000000,-0.00175540,0.49186676,1.74097203,-311.07567982,900.55732068,0.00041140,0.00040585,-0.00049000,0.02543161,0.45413639,-74.00000000,HOLD
285073,1.17207020,1.17207020,0.00000000,-0.00077540,-0.49186676,1.25778282,-311.07567982,752.63158924,0.00041805,0.00040696,0.00098000,0.02543161,0.41787639,-74.00000000,HOLD
285074,1.17109020,1.17109020,0.00000000,-0.00273540,0.20085949,1.19348780,-312.34667025,493.75500471,0.00042810,0.00041115,-0.00147000,0.02543161,0.49039639,-74.00000000,HOLD
285075,1.16863615,1.16863615,0.00000000,0.00217270,0.67404954,1.28850566,-293.07899101,834.67200100,0.00050820,0.00043671,-0.00147405,0.02543161,0.67199609,-74.00000000,HOLD
285076,1.16863615,1.16863615,0.00000000,0.00217270,0.12859004,1.41709570,-297.75770357,1033.52054415,0.00050820,0.00043671,0.00245405,0.02543161,0.67199609,-74.00000000,HOLD
285077,1.16814615,1.16814615,0.00000000,0.00119270,0.66962828,2.21531402,-297.75770357,961.41653167,0.00050897,0.00043761,-0.00049000,0.02543161,0.70825609,-74.00000000,HOLD
285078,1.16814615,1.16814615,0.00000000,0.00119270,0.00000000,2.22399156,-297.75770357,913.37951682,0.00050897,0.00043761,0.00049000,0.02543161,0.70825609,-74.00000000,HOLD
285079,1.16863615,1.16863615,0.00000000,0.00217270,-0.66962828,1.68295332,-297.75770357,934.66361700,0.00051507,0.00043872,0.00049000,0.02543161,0.67199609,-74.00000000,HOLD
285080,1.16814615,1.16814615,0.00000000,0.00119270,0.66962828,2.32338982,-297.75770357,515.49051996,0.00051511,0.00043962,-0.00098000,0.02543161,0.70825609,-74.00000000,HOLD
285081,1.16863615,1.16863615,0.00000000,0.00217270,-0.66962828,1.10315844,-297.75770357,713.27616175,0.00052001,0.00044072,0.00098000,0.02543161,0.67199609,-74.00000000,HOLD
285082,1.16814615,1.16814615,0.00000000,0.00119270,0.62913435,0.97456840,-297.75770357,1097.49624573,0.00052004,0.00044161,-0.00098000,0.02543161,0.70825609,-74.00000000,HOLD
285083,1.16814615,1.16814615,0.00000000,0.00119270,0.04049393,1.07935735,-297.75770357,1096.94373576,0.00052004,0.00044161,0.00049000,0.02543161,0.70825609,-74.00000000,HOLD
285084,1.16814615,1.16814615,0.00000000,0.00119270,0.00000000,1.21662494,-297.75770357,413.07508234,0.00052004,0.00044161,0.00000000,0.02543161,0.70825609,-74.00000000,HOLD
285085,1.16863615,1.16863615,0.00000000,0.00217270,-0.66962828,2.01549497,-297.75770357,696.62105833,0.00052562,0.00044271,0.00049000,0.02543161,0.67199609,-74.00000000,HOLD
285086,1.16765615,1.16765615,0.00000000,0.00021270,0.73826208,2.34482322,-297.75770357,111.27747599,0.00052574,0.00044645,-0.00147000,0.02543161,0.74451609,-74.00000000,HOLD
285087,1.16912615,1.16912615,0.00000000,0.00315270,-0.73826208,0.97948581,-297.75770357,853.22709831,0.00055100,0.00045553,0.00245000,0.02543161,0.63573609,-74.00000000,HOLD
285088,1.16912615,1.16912615,0.00000000,0.00315270,-0.12859004,0.80834282,-297.75770357,853.22709831,0.00055100,0.00045553,-0.00147000,0.02543161,0.63573609,-74.00000000,HOLD
285089,1.16863615,1.16863615,0.00000000,0.00217270,0.73826208,1.58709883,-297.75770357,486.95482220,0.00055272,0.00045641,-0.00049000,0.02543161,0.67199609,-74.00000000,HOLD
285090,1.16912615,1.16912615,0.00000000,0.00315270,-0.73826208,0.84883675,-297.75770357,853.22709831,0.00055734,0.00045746,0.00098000,0.02543161,0.63573609,-74.00000000,HOLD
285091,1.16863615,1.16863615,0.00000000,0.00217270,0.62913435,2.10710545,-297.75770357,866.54816575,0.00055435,0.00045833,-0.00098000,0.02543161,0.67199609,-74.00000000,HOLD
285092,1.16814615,1.16814615,0.00000000,0.00119270,0.73826208,2.21623318,-297.75770357,299.07409286,0.00055438,0.00045918,0.00000000,0.02543161,0.70825609,-74.00000000,HOLD
285093,1.16765615,1.16765615,0.00000000,0.00021270,0.73826208,2.21623318,-297.75770357,592.19149598,0.00055440,0.00046003,-0.00000000,0.02543161,0.74451609,-74.00000000,HOLD
285094,1.16961695,1.16961695,0.00000000,0.00217110,-1.46503354,1.48946172,-292.79307999,591.06022183,0.00060418,0.00047545,0.00245080,0.02543161,0.59941689,-74.00000000,HOLD
285095,1.16912615,1.16912615,0.00000000,0.00315270,0.58950388,1.34070351,-297.75770357,591.06022183,0.00060421,0.00047530,-0.00245160,0.02543161,0.63573609,-74.00000000,HOLD
285096,1.16814615,1.16814615,0.00000000,0.00119270,0.62913435,1.96983786,-297.75770357,945.67854822,0.00061323,0.00047878,-0.00048920,0.02543161,0.70825609,-74.00000000,HOLD
285097,1.16814615,1.16814615,0.00000000,0.00119270,0.04049393,2.74859387,-297.75770357,946.52190590,0.00060895,0.00047878,0.00098000,0.02543161,0.70825609,-74.00000000,HOLD
285098,1.16814615,1.16814615,0.00000000,0.00119270,-0.17776152,2.58318644,-297.75770357,1025.12457495,0.00060895,0.00047798,0.00000000,0.02543161,0.70825609,-74.00000000,HOLD
285099,1.16814615,1.16814615,0.00000000,0.00119270,0.17776152,2.02268588,-297.75770357,1047.95940874,0.00060752,0.00047798,0.00000000,0.02543161,0.70825609,-74.00000000,HOLD
285100,1.16863615,1.16863615,0.00000000,0.00217270,-0.66962828,2.09131968,-297.75770357,735.65225220,0.00060756,0.00047899,0.00049000,0.02543161,0.67199609,-74.00000000,HOLD
285101,1.16863615,1.16863615,0.00000000,0.00217270,0.00000000,1.35305760,-297.75770357,699.79837811,0.00060601,0.00047899,-0.00049000,0.02543161,0.67199609,-74.00000000,HOLD
285102,1.16863615,1.16863615,0.00000000,0.00217270,0.00000000,2.09131968,-297.75770357,718.82854572,0.00060180,0.00047899,0.00000000,0.02543161,0.67199609,-74.00000000,HOLD
285103,1.16765615,1.16765615,0.00000000,0.00021270,0.73826208,3.45871611,-297.75770357,543.20251816,0.00060587,0.00048245,-0.00098000,0.02543161,0.74451609,-74.00000000,HOLD
285104,1.16863615,1.16863615,0.00000000,0.00217270,-0.73826208,2.64818458,-297.75770357,699.79837811,0.00059880,0.00048628,0.00196000,0.02543161,0.67199609,-74.00000000,HOLD
285105,1.16863615,1.16863615,0.00000000,0.00217270,0.06863379,2.71681837,-297.75770357,696.53113317,0.00059880,0.00048628,-0.00098000,0.02543161,0.67199609,-74.00000000,HOLD
285106,1.16863615,1.16863615,0.00000000,0.00217270,0.00000000,2.71681837,-297.75770357,744.53236629,0.00059880,0.00048628,0.00000000,0.02543161,0.67199609,-74.00000000,HOLD
285107,1.16814615,1.16814615,0.00000000,0.00119270,0.62913435,3.34595272,-297.75770357,751.45775206,0.00060051,0.00048709,-0.00049000,0.02543161,0.70825609,-74.00000000,HOLD
285108,1.17010860,1.17010860,0.00000000,-0.00077220,-1.32633010,2.01962262,-315.89888537,859.62147788,0.00064963,0.00049826,0.00245245,0.02543161,0.56303479,-74.00000000,HOLD
285109,1.17010860,1.17010860,0.00000000,-0.00077220,0.00000000,1.82907165,-317.64437103,824.81919279,0.00064764,0.00049742,-0.00196245,0.02543161,0.56303479,-74.00000000,HOLD
285110,1.16814615,1.16814615,0.00000000,0.00119270,1.34692023,2.47879613,-345.53426983,944.71146872,0.00066582,0.00051118,-0.00196245,0.02543161,0.70825609,-74.00000000,HOLD
285111,1.16814615,1.16943707,0.00000000,0.00119270,-0.47744633,1.24362541,-407.61973920,930.99921400,0.00066387,0.00051025,0.00196245,0.02543161,0.06392664,-73.00000000,PASSIVE_BUY
285112,1.17060020,1.17060020,0.00000000,-0.00371540,-0.52652241,1.77827859,-103.38207779,930.99921400,0.00071880,0.00053166,0.00245405,0.02543161,-0.11521901,-73.00000000,HOLD
285113,1.17060020,1.17060020,0.00000000,-0.00371540,0.00000000,1.84257361,217.82449859,968.73235393,0.00071880,0.00053166,-0.00245405,0.02543161,-0.11521901,-73.00000000,HOLD
285114,1.16912780,1.16912780,0.00000000,-0.00077060,0.68369380,2.52626741,-442.97629736,795.44213987,0.00073923,0.00053892,-0.00147240,0.02543161,-0.00773381,-73.00000000,HOLD
285115,1.16912780,1.16912780,0.00000000,-0.00077060,-0.06429502,2.46197239,-508.74148751,801.05736090,0.00073923,0.00053892,0.00147240,0.02543161,-0.00773381,-73.00000000,HOLD
285116,1.16912780,1.16912780,0.00000000,-0.00077060,0.06429502,1.82907166,-427.64177058,759.33360901,0.00073737,0.00053892,0.00000000,0.02543161,-0.00773381,-73.00000000,HOLD
285117,1.16912780,1.16912780,0.00000000,-0.00077060,0.00000000,1.19993731,-433.90745785,787.11313278,0.00073542,0.00053892,0.00000000,0.02543161,-0.00773381,-73.00000000,HOLD
285118,1.16814615,1.16814615,0.00000000,0.00119270,0.63290073,2.46197239,-715.26278652,787.11313278,0.00074104,0.00054206,-0.00098165,0.02543161,0.06392664,-73.00000000,HOLD
285119,1.16765615,1.16765615,0.00000000,0.00021270,0.20085949,3.33688142,-406.65279770,682.67128645,0.00073953,0.00054279,0.00049165,0.02543161,0.09969664,-73.00000000,HOLD
285120,1.16814695,1.16814695,0.00000000,-0.00076890,-0.69719575,2.63968567,1823.54940216,847.02226688,0.00074272,0.00054368,0.00098080,0.02543161,0.06386824,-73.00000000,HOLD
285121,1.16814695,1.16814695,0.00000000,-0.00076890,0.00000000,2.63968567,-375.93700355,847.02226688,0.00074272,0.00054280,-0.00049080,0.02543161,0.06386824,-73.00000000,HOLD
285122,1.16814695,1.16814695,0.00000000,-0.00076890,0.06429502,2.21211393,1582.55267596,785.53649819,0.00074107,0.00054207,0.00000000,0.02543161,0.06386824,-73.00000000,HOLD
285123,1.16765615,1.16765615,0.00000000,0.00021270,0.63290073,3.33688142,-406.65279770,792.56672737,0.00073958,0.00054281,-0.00049080,0.02543161,0.09969664,-73.00000000,HOLD
285124,1.16765615,1.16765615,0.00000000,0.00021270,0.00000000,3.13602193,-414.27325332,663.84675938,0.00073159,0.00054281,0.00049080,0.02543161,0.09969664,-73.00000000,HOLD
285125,1.16765615,1.16765615,0.00000000,0.00021270,0.00000000,2.46197239,1262.34152701,660.59831023,0.00067111,0.00054281,0.00000000,0.02543161,0.09969664,-73.00000000,HOLD
285126,1.16765615,1.16765615,0.00000000,0.00021270,0.00000000,2.33338234,-365.70357774,674.04009215,0.00067111,0.00054281,0.00000000,0.02543161,0.09969664,-73.00000000,HOLD
285127,1.16765615,1.16765615,0.00000000,0.00021270,0.12859005,1.79234411,-469.51546665,572.09696915,0.00066864,0.00054281,0.00000000,0.02543161,0.09969664,-73.00000000,HOLD
285128,1.16814695,1.16814695,0.00000000,-0.00076890,-0.72291376,1.06943035,-519.76994378,559.77001991,0.00067133,0.00054370,0.00049080,0.02543161,0.06386824,-73.00000000,HOLD
285129,1.16765535,1.16765535,0.00000000,0.00217430,0.52205427,2.26111290,-429.49396836,610.05302683,0.00067114,0.00054444,-0.00098240,0.02543161,0.09975504,-73.00000000,HOLD
285130,1.16765535,1.16765535,0.00000000,0.00217430,0.19288507,1.78436969,-462.76813639,640.91348643,0.00066867,0.00054444,0.00049160,0.02543161,0.09975504,-73.00000000,HOLD
285131,1.16765535,1.16765535,0.00000000,0.00217430,0.00000000,2.45399797,-435.68076172,616.69931684,0.00066587,0.00054355,0.00000000,0.02543161,0.09975504,-73.00000000,HOLD
285132,1.16667535,1.16667535,0.00000000,0.00021430,0.36327671,2.18814033,-435.68076172,811.70355454,0.00067351,0.00054568,-0.00098000,0.02543161,0.17129504,-73.00000000,HOLD
285133,1.16667535,1.16667535,0.00000000,0.00021430,0.00000000,2.14764640,-435.68076172,811.70355454,0.00067351,0.00052462,0.00098000,0.02543161,0.17129504,-73.00000000,HOLD
285134,1.16618535,1.16618535,0.00000000,-0.00076570,0.11781260,2.26545900,-476.48089273,780.49170040,0.00067576,0.00052530,-0.00049000,0.02543161,0.20706504,-73.00000000,HOLD
285135,1.16569540,1.16569540,0.00000000,-0.00174560,0.56483933,3.49992661,-476.48089273,985.00839552,0.00067473,0.00052596,0.00000005,0.02543161,0.24283139,-73.00000000,HOLD
285136,1.16569540,1.16569540,0.00000000,-0.00174560,-0.13726759,2.62439694,-476.48089273,985.40004050,0.00066527,0.00052596,0.00048995,0.02543161,0.24283139,-73.00000000,HOLD
285137,1.16569540,1.16569540,0.00000000,-0.00174560,0.00000000,3.36265902,-482.46133965,1007.02982923,0.00063922,0.00052596,0.00000000,0.02543161,0.24283139,-73.00000000,HOLD
285138,1.16520460,1.16520460,0.00000000,-0.00076400,0.69719575,4.18844482,-720.13551039,987.49723384,0.00064117,0.00052663,-0.00049080,0.02543161,0.27865979,-73.00000000,HOLD
285139,1.16520460,1.16520460,0.00000000,-0.00076400,0.00000000,3.45018274,-439.36349696,987.49723384,0.00063925,0.00052663,0.00049080,0.02543161,0.27865979,-73.00000000,HOLD
285140,1.16520460,1.16520460,0.00000000,-0.00076400,0.00000000,4.18844482,-540.15061695,943.74770964,0.00063566,0.00052294,0.00000000,0.02543161,0.27865979,-73.00000000,HOLD
285141,1.16520460,1.16520460,0.00000000,-0.00076400,0.00000000,3.55931047,-534.62769984,943.74770964,0.00063372,0.00052294,0.00000000,0.02543161,0.27865979,-73.00000000,HOLD
285142,1.16471460,1.16471460,0.00000000,-0.00174400,0.11781260,2.93886099,-534.62769984,1177.73642909,0.00063374,0.00052358,-0.00049000,0.02543161,0.31442979,-73.00000000,HOLD
